taxon_name,clean_name,action
Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,update
Ardisia,Ardisia,update
Areca,Areca,update
Arecaceae,Arecaceae,update
Arenaria,Arenaria,update
Arenaria type,Arenaria type,update
Argania spinosa,Argania spinosa,update
Argemone,Argemone,update
Argostemma,Argostemma,update
Arisaema,Arisaema,update
Aristolochia,Aristolochia,update
Armeria,Armeria,update
Armeria maritima,Armeria maritima,update
Armeria maritima subsp elongata,Armeria maritima subsp elongata,update
Armeria maritima subsp. elongata,Armeria maritima subsp elongata,update
Armeria type,Armeria type,update
Armeria type A+B,Armeria type,update
Armeria/Limonium,Armeria/Limonium,update
Armeria/Limonium type,Armeria/Limonium type,update
Arnebia,Arnebia,update
Arnebia hispidissima-type,Arnebia hispidissima type,update
Arnebia type,Arnebia type,update
Arnica montana,Arnica montana,update
Artemisia,Artemisia,update
ARTEMISIA,Artemisia,update
Artemisia genipii/A. mutellina,Artemisia genipii/Artemisia mutellina,update
Artemisia genipii/Artemisia mutellina,Artemisia genipii/Artemisia mutellina,update
Artemisia herba-alba type,Artemisia herba-alba type,update
Artemisia norvegica,Artemisia norvegica,update
Artemisia type,Artemisia type,update
Artemisia undiff.,Artemisia,update
Artemisia vulgaris type,Artemisia vulgaris type,update
Artocarpus,Artocarpus,update
Aruncus T,Aruncus type,update
Aruncus t.,Aruncus type,update
Aruncus type,Aruncus type,update
As.sect.Clchor.,Cichorioideae,update
Ascarina coursii,Ascarina coursii,update
Asclepiadaceae,Asclepiadaceae,update
Asclepiadaceae undiff.,Asclepiadaceae,update
Asclepidaceae,Asclepiadaceae,update
Ascolepis,Cyperus,update
Asparagaceae,Asparagaceae,update
Asparagus,Asparagus,update
Asparagus buchananii type,Asparagus buchananii type,update
Asparagus buchananii-type,Asparagus buchananii type,update
Asparagus cf.,Asparagus type,update
Asparagus t.,Asparagus type,update
Asparagus type,Asparagus type,update
Asperula,Asperula,update
Asperula type,Asperula type,update
Asphodelaceae,Asphodelaceae,update
Asphodelaceae undiff.,Asphodelaceae,update
Asphodeline,Asphodeline,update
Asphodelus,Asphodelus,update
Asphodelus albus,Asphodelus albus,update
Asphodelus albus t.,Asphodelus albus type,update
Asphodelus albus type,Asphodelus albus type,update
Asphodelus fistulosus type,Asphodelus fistulosus type,update
Asphodelus type,Asphodelus type,update
Aspid.-Asple.,Polypodiales,update
Aspidiaceae undiff.,Dryopteridaceae,update
Asplenium,Asplenium,update
ASPLENIUM,Asplenium,update
Asplenium ceterach subsp ceterach,Asplenium ceterach subsp ceterach,update
Asplenium ceterach type,Asplenium ceterach type,update
Asplenium scolopendrium,Asplenium scolopendrium,update
Asplenium trichomanes-ramosum,Asplenium viride,update
Asplenium type,Asplenium type,update
Asplenium viride,Asplenium viride,update
Asplenium-type,Asplenium type,update
Ast. liguliflorae,Asteraceae (Liguliflorae),update
Ast. tubulifl.,Asteroideae,update
Ast. tubuliflorae,Asteroideae,update
Aster,Aster,update
Aster  type,Aster type,update
Aster bellidiastrum,Aster bellidiastrum,update
Aster type,Aster type,update
Aster. liguliflorae,Asteraceae (Liguliflorae),update
Aster. tubuliflorae,Asteroideae,update
Aster/Achillea,Achillea/Aster,update
Asteraceae,Asteraceae,update
Asteraceae (Asteroid./Card.),Asteroideae/Carduoideae,update
Asteraceae (C/A),Asteroideae/Carduoideae,update
Asteraceae (echite),Asteraceae,update
Asteraceae (Lactuc.),Cichorioideae,update
Asteraceae (liguliflorae),Asteraceae (Liguliflorae),update
Asteraceae (Liguliflorae),Asteraceae (Liguliflorae),update
Asteraceae (Tubuliflorae),Asteroideae,update
Asteraceae anthemis type,Anthemis type,update
Asteraceae aster type,Aster type,update
Asteraceae aster.,Aster,update
ASTERACEAE aster.,Aster,update
Asteraceae carthamus,Carthamus,update
Asteraceae Centaurea cyanus,Centaurea cyanus,update
Asteraceae Centaurea sol.,Centaurea solstitialis,update
ASTERACEAE cichor.,Cichorioideae,update
Asteraceae Cichorioideae,Cichorioideae,update
Asteraceae Circium type,Cirsium type,update
Asteraceae cirsium type,Cirsium type,update
Asteraceae Helianthus type,Helianthus type,update
Asteraceae HS,Asteraceae,update
Asteraceae lactuceae type,Cichorioideae,update
ASTERACEAE lig.,Asteraceae (Liguliflorae),update
Asteraceae ligulifl.,Asteraceae (Liguliflorae),update
Asteraceae liguliflorae,Asteraceae (Liguliflorae),update
Asteraceae Liguliflorae,Asteraceae (Liguliflorae),update
Asteraceae matricaria type,Matricaria type,update
Asteraceae saussurea type,Saussurea type,update
Asteraceae sect. cichor.,Cichoroideae,update
Asteraceae senecio type,Senecio type,update
Asteraceae subf. Asteroideae,Asteroideae,update
Asteraceae subf. Asteroideae undiff.,Asteroideae,update
Asteraceae subf. Cichorioideae,Cichorioideae,update
Asteraceae subf. Cichorioideae undiff.,Cichorioideae,update
Asteraceae subfam. Cichorioideae,Cichorioideae,update
Asteraceae subfam. Cichorioideae undifferentiated,Cichorioideae,update
ASTERACEAE tub.,Asteroideae,update
Asteraceae tubul.,Asteroideae,update
Asteraceae tubuliflorae,Asteroideae,update
Asteraceae Tubuliflorae,Asteroideae,update
Asteraceae undiff.,Asteraceae,update
Asteraceae undiff. type,Asteraceae,update
Asteraceae undifferentiated,Asteraceae,update
Asteraceae-Lactucoideae,Cichorioideae,update
Asteraceae-ordinary long spine,Asteraceae,update
"Asteraceae, Carduncellus",Carthamus,update
"Asteraceae, Carthamus",Carthamus,update
"Asteraceae, Centaurea ustulata",Centaurea ustulata,update
"Asteraceae, HS",Asteraceae,update
"Asteraceae, low spine",Asteraceae,update
"Asteraceae, Onopordon",Onopordum,update
"Asteraceae, Ptilostemon",Ptilostemon,update
"Asteraceae, Senecio type",Senecio type,update
Asteraceae. Echinops,Echinops,update
Asteraceae..non.Artemisia.,Asteraceae,update
Asteraceae(equinulada),Asteraceae,update
Asteraceae/Asteroideae,Asteroideae,update
Asteraceae/Cichorioideae,Cichorioideae,update
Asteraceae/Compositae,Asteraceae,update
AsteraceaeAste,Asteroideae,update
AsteraceaeCich,Cichorioideae,update
Asteroideae,Asteroideae,update
ASTEROIDEAE,Asteroideae,update
Asteroideae pro parte,Asteroideae,update
Asteroideae undiff.,Asteroideae,update
Asteroideae/Carduoideae,Asteroideae/Carduoideae,update
Astoma,Astomaea ,update
Astomaea ,Astomaea,update
Astragalus,Astragalus,update
Astragalus alpinus,Astragalus alpinus,update
Astragalus alpinus type,Astragalus alpinus type,update
Astragalus T,Astragalus type,update
Astragalus type,Astragalus type,update
Astragalus undiff.,Astragalus,update
Astragalus-type,Astragalus type,update
Astragalus/Oxytropis type,Astragalus/Oxytropis type,update
Astrantia,Astrantia,update
Astrantia type,Astrantia type,update
Astropanax abyssinicus type,Astropanax abyssinicus type,update
Astropanax myrianthus type,Astropanax myrianthus type,update
Asystasia,Asystasia,update
Asystasia gangetica-type,Asystasia gangetica type,update
Ath._f.-f.,Athyrium filix-femina,update
Athamanta cretensis,Athamanta cretensis,update
Athyrium,Athyrium,update
Athyrium alpestre type,Athyrium alpestre type,update
Athyrium distentifolium,Athyrium distentifolium,update
Athyrium distentifolium type,Athyrium distentifolium type,update
Athyrium f,Athyrium filix-femina,update
Athyrium filix femina,Athyrium filix-femina,update
Athyrium filix-femina,Athyrium filix-femina,update
Atractylis-type,Atractylis type,update
Atractylodes,Atractylodes,update
Atraphaxis,Atraphaxis,update
Atriplex,Atriplex,update
Atriplex nudicaulis,Atriplex nudicaulis,update
Atropa bella-donna,Atropa bella-donna,update
Aubrevillea,Aubrevillea,update
Averrhoa,Averrhoa,update
Azadirachta indica,Azadirachta indica,update
Azima tetracantha,Azima tetracantha,update
Baikiaea,Baikiaea,update
Baissea-type,Baissea type,update
Balanites,Balanites,update
Balanites aegyptiaca type,Balanites aegyptiaca type,update
Balanites aegyptiaca-type,Balanites aegyptiaca type,update
Balanites rotundifolia-type,Balanites rotundifolia type,update
Balbisia,Balbisia,update
Ballota,Ballota,update
Ballota type,Ballota type,update
Ballota-group,Ballota type,update
Balsaminaceae,Balsaminaceae,update
Baphia-type,Baphia type,update
Baphicacanthus,Strobilanthes,update
Baphiopsis parviflora,Baphiopsis parviflora,update
Barbarea type,Barbarea type,update
Barbeya oleoides,Barbeya oleoides,update
Barbeyaceae,Barbeyaceae,update
Barleria,Barleria,update
Barringtonia-type,Barringtonia type,update
Bartsia type,Bartsia,update
Basella,Basella,update
Basella alba-type,Basella alba type,update
Basilicum polystachyon type,Basilicum polystachyon type,update
Basilicum sp,Basilicum,update
Basilicum-type polystachyon,Basilicum polystachyon type,update
Batopedina,Batopedina,update
Bauhinia,Bauhinia,update
Bauhinia rufescens-type,Bauhinia rufescens type,update
Bauhinia sp,Bauhinia,update
Begonia,Begonia,update
Begonia meyeri-johannis-type,Begonia meyeri-johannis type,update
Bellis,Bellis,update
Bellis type,Bellis type,update
Berberidaceae,Berberidaceae,update
Berberis,Berberis,update
BERBERIS,Berberis,update
Berberis vulgaris,Berberis vulgaris,update
Bergenia crassifolia,Bergenia crassifolia,update
Berkheya,Berkheya,update
Berlinia,Berlinia,update
Berlinia-type,Berlinia type,update
Berlinia/Isoberlinia,Berlinia/Isoberlinia,update
Berlinia/Isoberlinia sp,Berlinia/Isoberlinia,update
Bersama,Bersama,update
Bersama abyssinica-type,Bersama abyssinica type,update
Bertiera,Bertiera,update
Berula erecta,Berula erecta,update
Berula erecta type,Berula erecta type,update
Berula erecta-group,Berula erecta type,update
Bet._nana,Betula nana,update
Beta type,Beta type,update
Betula,Betula,update
BETULA,Betula,update
Betula (excl. B. nana),Betula,update
Betula alba,Betula alba,update
Betula alba type,Betula alba type,update
Betula albo sinensis,Betula utilis subsp albosinensis,update
Betula costata,Betula costata,update
Betula dahurica,Betula dahurica,update
Betula exilis,Betula glandulosa,update
Betula fruticosa,Betula fruticosa,update
