taxon_name,clean_name,action
Chloranthaceae,Chloranthaceae,update
Chloranthus,Chloranthus,update
Chlorophora,Chlorophora,update
Chlorophora-type excelsa,Milicia excelsa type,update
Chonemorpha,Chonemorpha,update
Chrolophora-t excelsa,Milicia excelsa type,update
Chrozophora,Chrozophora,update
Chrysanthemum,Chrysanthemum,update
Chrysanthemum alpinum,Chrysanthemum alpinum,update
Chrysosplenium,Chrysosplenium,update
Chrysosplenium type,Chrysosplenium type,update
Chukrasia,Chukrasia,update
Cichoriae,Cichorioideae,update
Cichorieae,Cichorioideae,update
Cichorioideae,Cichorioideae,update
Cichorium,Cichorium,update
Cichorium intybus type,Cichorium intybus type,update
Cichorium type,Cichorium type,update
Cichoroideae,Cichorioideae,update
Cimicifuga,Cimicifuga,update
Cimicifuga foetida,Cimicifuga foetida,update
Cinnamomum,Cinnamomum,update
Circaea,Circaea,update
Circaea alpina,Circaea alpina,update
Cirsium,Cirsium,update
Cirsium Gundelia,Cirsium/Gundelia,update
Cirsium t.,Cirsium type,update
Cirsium type,Cirsium type,update
Cirsium/Carduus,Cirsium/Carduus,update
Cirsium/Carduus type,Cirsium/Carduus type,update
Cirsium/Gundelia,Cirsium/Gundelia,update
Cissampelos type mucronata,Cissampelos mucronata type,update
Cissus quadrangularis type,Cissus quadrangularis type,update
Cissus-type,Cissus type,update
Cistaceae,Cistaceae,update
Cistus,Cistus,update
Cistus albidus type,Cistus albidus type,update
Cistus crispus-type,Cistus crispus type,update
Cistus incanus,Cistus incanus,update
Cistus incanus type,Cistus incanus type,update
Cistus ladanifer,Cistus ladanifer,update
Cistus ladanifer type,Cistus ladanifer type,update
Cistus ladanifer/Cistus populifolius type,Cistus ladanifer/Cistus populifolius type,update
Cistus monspeliensis,Cistus monspeliensis,update
Cistus monspeliensis type,Cistus monspeliensis type,update
Cistus populifolius type,Cistus populifolius type,update
Cistus salvifolius,Cistus salviifolius,update
Cistus salviifolius,Cistus salviifolius,update
Cistus salviifolius type,Cistus salviifolius type,update
Cistus type,Cistus type,update
Cistus villosus type,Cistus villosus type,update
Citrullus type,Citrullus type,update
Citrus,Citrus,update
Claoxylon,Claoxylon,update
Clausena,Clausena,update
Claytonia,Claytonia,update
Claytonia acutifolia,Claytonia acutifolia,update
Clematis,Clematis,update
Clematis type,Clematis type,update
Clematis vitalba type,Clematis vitalba type,update
Clematis-group,Clematis type,update
Cleomaceae,Cleomaceae,update
Cleome,Cleome,update
Cleome type,Cleome type,update
Clerodendron,Clerodendrum,update
Clerodendrum,Clerodendrum,update
Clethra,Clethra,update
Cleyera,Cleyera,update
Cliffortia,Cliffortia,update
Cliffortia nitidula,Cliffortia nitidula,update
Clusiaceae,Clusiaceae,update
Clutia,Clutia,update
Cnestis,Cnestis,update
Cnestis ferruginea-type,Cnestis ferruginea type,update
Cocculus,Cocculus,update
Cocos,Cocos,update
Colchicum,Colchicum,update
Colchicum autumnale type,Colchicum autumnale type,update
Colchicum type,Colchicum type,update
Colchicum/Merendera,Colchicum,update
Colophospermum,Colophospermum,update
Colutea,Colutea,update
Colutea arborescens,Colutea arborescens,update
Comandra elegans,Comandra umbellata,update
Comandra umbellata,Comandra umbellata,update
Combretaceae,Combretaceae,update
Combretum,Combretum,update
Combretum aculeatum-type,Combretum aculeatum type,update
Combretum molle-type,Combretum molle type,update
Commeli benghalensis,Commelina benghalensis,update
Commeli-type benghalensis,Commelina benghalensis type,update
Commeli-type forskalaei,Commelina forskaolii type,update
Commelicea,Commelinaceae,update
Commelina,Commelina,update
Commelina sp,Commelina,update
Commelinaceae,Commelinaceae,update
Commiphora,Commiphora,update
Commiphora africana type,Commiphora africana type,update
Comp.tub.,Asteroideae,update
Compositae,Asteraceae,update
"Compositae (except Artemesia, Stoebe)",Asteraceae,update
Compositae Subfam. Asteroideae,Asteroideae,update
Compositae Subfam. Cichorioideae,Cichorioideae,update
Compositae tubuliflorae,Asteroideae,update
Conium maculatum,Conium maculatum,update
Conium t.,Conium type,update
Conium type,Conium type,update
Conopodium,Conopodium,update
Conopodium majus,Conopodium majus,update
Consolida type,Consolida type,update
Convallaria,Convallaria,update
Convallaria type,Convallaria type,update
Convolvulaceae,Convolvulaceae,update
Convolvulaceae-Ipomoea,Ipomoea,update
Convolvulus,Convolvulus,update
Convolvulus arvensis,Convolvulus arvensis,update
Convolvulus arvensis type,Convolvulus arvensis type,update
Coprosma type,Coprosma type,update
Cordia africana type,Cordia africana type,update
Corema album type,Corema album type,update
Corethrodendron,Corethrodendron,update
Coriaria,Coriaria,update
Coriaria myrtifolia,Coriaria myrtifolia,update
Cornaceae,Cornaceae,update
Cornus,Cornus,update
Cornus mas,Cornus mas,update
Cornus mas/Cornus suecica,Cornus mas/Cornus suecica,update
Cornus sanguinea,Cornus sanguinea,update
Cornus sanguinea type,Cornus sanguinea type,update
Cornus sericea,Cornus sericea,update
Cornus suecica,Cornus suecica,update
Cornus suecica type,Cornus suecica type,update
Coronilla,Coronilla,update
Coronilla type,Coronilla type,update
Corrigiola,Corrigiola,update
Corydalis,Corydalis,update
Corydalis bracteata,Corydalis bracteata,update
Corydalis solida type,Corydalis solida type,update
Corydalis type,Corydalis type,update
Corylopsis,Corylopsis,update
Corylus,Corylus,update
Corylus avellana,Corylus avellana,update
Corylus avellana type,Corylus avellana type,update
Corylus maxima,Corylus maxima,update
Corylus type,Corylus type,update
Cotinus,Cotinus,update
Cotinus coggygria,Cotinus coggygria,update
Cotinus type,Cotinus type,update
Cotoneaster,Cotoneaster,update
Cousinia,Cousinia,update
Cousinia t.,Cousinia type,update
Cousinia type,Cousinia type,update
Crambe,Crambe,update
Crassula,Crassula,update
Crassulaceae,Crassulaceae,update
Crassularia,Crassula,update
Crataegus,Crataegus,update
Crataegus monogyna,Crataegus monogyna,update
Crataegus type,Crataegus type,update
Crateva adansonii,Crateva adansonii,update
Cratoxylum,Cratoxylum,update
Crepis,Crepis,update
Crepis aurea,Crepis aurea,update
Crepis type,Crepis type,update
Crocus,Crocus,update
Crossopterix febrifuga,Crossopterix febrifuga,update
Crossopteryx,Crossopteryx,update
Crossopteryx-type,Crossopteryx type,update
Crotalaria-type,Crotalaria type,update
Croton,Croton,update
Croton type,Croton type,update
Croton-t,Croton type,update
Crozophora,Chrozophora,update
Cruciferae,Brassicaceae,update
Crudia,Crudia,update
Crypteronia,Crypteronia,update
Cryptogramma,Cryptogramma,update
Cryptogramma crispa,Cryptogramma crispa,update
Cryptogramma crispa type,Cryptogramma crispa type,update
Cryptomeria,Cryptomeria,update
Cryptomeria japonica,Cryptomeria japonica,update
Cryptomeria-type,Cryptomeria type,update
Cryptotaenia,Cryptotaenia,update
Cucumis,Cucumis,update
Cucurbitaceae,Cucurbitaceae,update
Cunninghamia,Cunninghamia,update
Cupressaceae,Cupressaceae,update
Cupressus,Cupressus,update
Cupressus lusitanica,Cupressus lusitanica,update
Cupressus type,Cupressus type,update
Cupressus/Juniperus,Cupressus/Juniperus,update
Cuscuta,Cuscuta,update
Cuscuta europaea type,Cuscuta europaea type,update
Cussonia,Cussonia,update
Cyatheaceae,Cyatheaceae,update
Cyathula orthacantha type,Cyathula orthacantha type,update
Cyathula sp,Cyathula,update
Cycas,Cycas,update
Cyclamen,Cyclamen,update
Cyclamen hederifolium,Cyclamen hederifolium,update
Cyclocarya,Cyclocarya,update
Cynoglossum creticum,Cynoglossum creticum,update
Cynoglossum creticum type,Cynoglossum creticum type,update
Cynoglossum type,Cynoglossum type,update
Cynomorium,Cynomorium,update
Cyperaceae,Cyperaceae,update
Cyperus,Cyperus,update
Cyperus longus type,Cyperus longus type,update
Cyperus type,Cyperus type,update
Cyphostemma type,Cyphostemma type,update
Cystopteris,Cystopteris,update
Cystopteris fragilis,Cystopteris fragilis,update
Cystopteris type,Cystopteris type,update
Cytinaceae,Cytinaceae,update
Cytinus hypocistis type,Cytinus hypocistis type,update
Cytisus,Cytisus,update
Cytisus scoparius,Cytisus scoparius,update
Cytisus type,Cytisus type,update
Cytisus/Genista,Cytisus/Genista,update
Cytisus/Genista type,Cytisus/Genista type,update
Cytisus/Ulex,Cytisus/Ulex,update
Dacrydium,Dacrydium,update
Dalbergia,Dalbergia,update
Damnacanthus,Damnacanthus,update
Daniella cf oliverii,Daniellia oliveri type,update
Daphne,Daphne,update
Daphne gnidium,Daphne gnidium,update
Daphne gnidium type,Daphne gnidium type,update
Daphne type,Daphne type,update
Daphniphyllum,Daphniphyllum,update
Datisca,Datisca,update
Datura,Datura,update
Daucaceae,Daucaceae,update
Daucus,Daucus,update
Daucus carota,Daucus carota,update
Daucus carota type,Daucus carota type,update
Daucus t.,Daucus type,update
Daucus type,Daucus type,update
Davallia,Davallia,update
Davidia,Davidia,update
Debregeasia,Debregeasia,update
Decaspermum,Decaspermum,update
Delonix,Delonix,update
Delphinium,Delphinium,update
Delphinium elatum,Delphinium elatum,update
Delphinium type,Delphinium type,update
Dendropanax,Dendropanax,update
Dendrosenecio,Dendrosenecio,update
Dennstaedtiaceae,Dennstaedtiaceae,update
Deschampsia,Deschampsia,update
Descurainia,Descurainia,update
Desmodium,Desmodium,update
Desmodium-type,Desmodium type,update
Dialium-type,Dialium type,update
Dianthus,Dianthus,update
Dianthus superbus type,Dianthus superbus type,update
Dianthus type,Dianthus type,update
Dianthus-type,Dianthus type,update
Diapensia,Diapensia,update
Diapensia lapponica,Diapensia lapponica,update
Dichostema glaucescens-type,Dichostema glaucescens type,update
Dichrostachys cinerea type,Dichrostachys cinerea type,update
Digitalis,Digitalis,update
Digitalis purpurea type,Digitalis purpurea type,update
Digitalis type,Digitalis type,update
Dimocarpus fumatus subsp indochinensis,Dimocarpus fumatus subsp indochinensis,update
Dinetus,Dinetus,update
Diospyros,Diospyros,update
Diospyros sp,Diospyros,update
Diphasiastrum,Diphasiastrum,update
Diphasiastrum alpinum,Lycopodium alpinum,update
Diphasium,Lycopodium,update
Diphasium alpinum,Lycopodium alpinum,update
Diphasium alpinum type,Lycopodium alpinum type,update
Diphasium complanatum,Lycopodium complanatum,update
Diphasium tristachyum,Lycopodium tristachyum,update
Diphasium type,Lycopodium type,update
Diplospora,Diplospora,update
Dipsacaceae,Dipsacaceae,update
Dipsacaceae indet.,Dipsacaceae,update
Dipsacoideae,Caprifoliaceae,update
Dipsacus,Dipsacus,update
Dipsacus fullonum type,Dipsacus fullonum type,update
Dipsacus type,Dipsacus type,update
Dipsacus/Cephalaria,Cephalaria/Dipsacus,update
Dipterocarpaceae,Dipterocarpaceae,update
Distylium,Distylium,update
Dobera glabra-type,Dobera glabra type,update
Dodoea,Dodonaea,update
Dodoea angustifolia,Dodonaea viscosa subsp angustifolia type,update
Dodoea viscosa,Dodonaea viscosa,update
Dodoea viscosa-type,Dodonaea viscosa type,update
Dodonaea,Dodonaea,update
Dodonaea viscosa type,Dodonaea viscosa type,update
Dombeya,Dombeya,update
Dombeya type,Dombeya type,update
Dombeya-t,Dombeya type,update
Doronicum,Doronicum,update
Draba,Draba,update
Draba type,Draba type,update
Dryas,Dryas,update
Dryas octopetala,Dryas octopetala,update
Dryopteridaceae/Polypodiaceae,Dryopteridaceae/Polypodiaceae,update
Dryopteris,Dryopteris,update
Dryopteris carthusiana,Dryopteris carthusiana,update
Dryopteris carthusiana type,Dryopteris carthusiana type,update
Dryopteris cristata,Dryopteris cristata,update
Dryopteris cristata type,Dryopteris cristata type,update
Dryopteris cristata/Dryopteris dilatata type,Dryopteris cristata/Dryopteris dilatata type,update
Dryopteris dilatata,Dryopteris dilatata,update
Dryopteris dilatata type,Dryopteris dilatata type,update
Dryopteris dilitata,Dryopteris dilitata,update
Dryopteris expansa,Dryopteris expansa,update
Dryopteris filix-mas,Dryopteris filix-mas,update
Dryopteris filix-mas type,Dryopteris filix-mas type,update
Dryopteris filix-mas-type,Dryopteris filix-mas type,update
Dryopteris fragrans,Dryopteris fragrans,update
Dryopteris sp,Dryopteris,update
Dryopteris type,Dryopteris type,update
Dryopteris/Gymnocarpium,Dryopteris/Gymnocarpium,update
Dryopteris/Gymnocarpium type,Dryopteris/Gymnocarpium type,update
Dryopteris/Thelypteris,Dryopteris/Thelypteris,update
Drypetes,Drypetes,update
Ebeceae,Ebenaceae,update
Ebenaceae,Ebenaceae,update
Ebenus/Hedysarum,Hedysarum/Ebenus,update
Echinophora,Echinophora,update
Echinophora type,Echinophora type,update
Echinops,Echinops,update
Echinops ritro,Echinops ritro,update
Echium,Echium,update
Echium type,Echium type,update
Echium vulgare,Echium vulgare,update
Ekebergia type,Ekebergia type,update
Elaeagnaceae,Elaeagnaceae,update
Elaeagnus,Elaeagnus,update
Elaeagnus angustifolia,Elaeagnus angustifolia,update
Elaeagnus t.,Elaeagnus type,update
Elaeagnus type,Elaeagnus type,update
Elaeis,Elaeis,update
Elaeis guineensis,Elaeis guineensis,update
Elaeocarpaceae,Elaeocarpaceae,update
Elaeocarpus,Elaeocarpus,update
Eleocharis palustris,Eleocharis palustris,update
Elsholtzia,Elsholtzia,update
Elymus,Elymus,update
Elytranthe,Elytranthe,update
Embelia,Embelia,update
Empetrum,Empetrum,update
Empetrum nigrum,Empetrum nigrum,update
Empetrum nigrum type,Empetrum nigrum type,update
Empetrum type,Empetrum type,update
Empetrum-type,Empetrum type,update
Empetrum/Ledum,Empetrum/Ledum,update
Encephalatos,Encephalartos,update
Endospermum,Endospermum,update
Engelhardia,Engelhardia,update
Entada,Entada,update
Entada sp,Entada,update
Entada type,Entada type,update
Eomecon,Eomecon,update
Ephedra,Ephedra,update
Ephedra alata type,Ephedra alata type,update
Ephedra distachya,Ephedra distachya,update
Ephedra distachya t.,Ephedra distachya type,update
Ephedra distachya type,Ephedra distachya type,update
Ephedra distachya-type,Ephedra distachya type,update
Ephedra equisetina,Ephedra equisetina,update
Ephedra fragilis,Ephedra fragilis,update
Ephedra fragilis ssp campylopoda,Ephedra fragilis ssp campylopoda,update
Ephedra fragilis t.,Ephedra fragilis type,update
Ephedra fragilis type,Ephedra fragilis type,update
Ephedra fragilis var campylopoda,Ephedra fragilis ssp campylopoda,update
Ephedra fragilis-type,Ephedra fragilis type,update
Ephedra major,Ephedra major,update
Ephedra type,Ephedra type,update
Ephedraceae,Ephedraceae,update
Epilobium,Epilobium,update
Epilobium angustifolium,Epilobium angustifolium,update
Epilobium angustifolium ,Epilobium angustifolium,update
Epilobium type,Epilobium type,update
Epilobium/Ludwigia,Epilobium/Ludwigia,update
Epipactis palustris,Epipactis palustris,update
Epiprinus,Epiprinus,update
Equisetaceae,Equisetum,update
Equisetum,Equisetum,update
Eranthemum,Eranthemum,update
Eremurus,Eremurus,update
Erica,Erica,update
Erica arborea,Erica arborea,update
Erica arborea type,Erica arborea type,update
Erica arborea-type,Erica arborea type,update
Erica australis,Erica australis,update
Erica australis type,Erica australis type,update
Erica carnea,Erica carnea,update
Erica cinerea,Erica cinerea,update
Erica cinerea type,Erica cinerea type,update
Erica cinerea/Erica tetralix,Erica cinerea/Erica tetralix,update
Erica erigena type,Erica erigena type,update
Erica lusitanica,Erica lusitanica,update
Erica lusitanica type,Erica lusitanica type,update
Erica scoparia type,Erica scoparia type,update
Erica spiculifolia,Erica spiculifolia,update
Erica tetralix,Erica tetralix,update
Erica tetralix type,Erica tetralix type,update
Erica type,Erica type,update
Erica umbellata,Erica umbellata,update
Erica umbellata type,Erica umbellata type,update
Ericaceae,Ericaceae,update
Ericales,Ericales,update
Erigeron,Erigeron,update
Eriocaulaceae,Eriocaulaceae,update
Eriocaulon,Eriocaulon,update
Eriophorum,Eriophorum,update
Eriophorum angustifolium/Eriophorum vaginatum,Eriophorum angustifolium/Eriophorum vaginatum,update
Eriophorum type,Eriophorum type,update
Erodium,Erodium,update
Erodium type,Erodium type,update
Erycibe,Erycibe,update
Eryngium,Eryngium,update
Eryngium ilicifolium,Eryngium ilicifolium,update
Eryngium t.,Eryngium type,update
Eryngium type,Eryngium type,update
Erythrococca,Erythrococca,update
Erythrococca-t,Erythrococca type,update
Erythrophleum,Erythrophleum,update
Erythrophleum sp,Erythrophleum,update
Erythrophluem cf ivorense,Erythrophleum ivorense type,update
Eucalyptus,Eucalyptus,update
Eucalyptus type,Eucalyptus type,update
Euclea,Euclea,update
Eucommiaceae,Eucommiaceae,update
Eugenia,Eugenia,update
Euonymus,Euonymus,update
Euonymus europaeus,Euonymus europaeus,update
Eupatorium,Eupatorium,update
Eupatorium cannabinum type,Eupatorium cannabinum type,update
Eupatorium type,Eupatorium type,update
Euphorbia,Euphorbia,update
Euphorbia cf hirta,Euphorbia hirta type,update
Euphorbia drupifera type,Euphorbia drupifera type,update
Euphorbia hypericifolia,Euphorbia hypericifolia,update
Euphorbia type,Euphorbia type,update
Euphorbia/Mercurialis,Euphorbia/Mercurialis,update
Euphorbiaceae,Euphorbiaceae,update
Euphorbiaceae type 1,Euphorbiaceae,update
Euphorbiaceae undif,Euphorbiaceae,update
Euphorbiaceae-Acalypha,Acalypha,update
Euphorbiaceae-Croton,Croton,update
Euphorbiaceae-other,Euphorbiaceae,update
Euphorbiaceae-Phyllanthus,Phyllanthus,update
Euphorbiaceae-Tragia,Tragia,update
Euphrasia,Euphrasia,update
Euphrasia type,Euphrasia type,update
Euptelea,Euptelea,update
Eurya,Eurya,update
Evax,Evax,update
Exbucklandia,Exbucklandia,update
Fabaceae,Fabaceae,update
Fabaceae herbs,Fabaceae (herbs),update
Fabaceae indet.,Fabaceae,update
Fabaceae_herb,Fabaceae (herbs),update
Fabaceae_shrub,Fabaceae (shrubs),update
Fabaceae_tree,Fabaceae (trees),update
Faboideae,Fabaceae,update
Fagaceae,Fagaceae,update
Fagara,Zanthoxylum,update
Fagonia type,Zygophyllum type,update
Fagus,Fagus,update
Fagus crenata type,Fagus crenata type,update
Fagus japonica type,Fagus japonica type,update
Fagus orientalis,Fagus orientalis,update
Fagus sylvatica,Fagus sylvatica,update
Fagus type,Fagus type,update
Falcaria,Falcaria,update
Falcaria type,Falcaria type,update
Falcaria vulgaris-type,Falcaria vulgaris type,update
Falcaria-type,Falcaria type,update
Fallopia,Fallopia,update
Fallopia convolvulus,Fallopia convolvulus,update
Fallopia convolvulus type,Fallopia convolvulus type,update
Fallopia convolvulus-type,Fallopia convolvulus type,update
Fallopia convolvulus/Fallopia dumetorum,Fallopia convolvulus/Fallopia dumetorum,update
Fallopia type,Fallopia type,update
Fatoua,Fatoua,update
Faurea,Faurea,update
Faurea sp,Faurea,update
Ferula,Ferula,update
Ferula Bunium type,Bunium/Ferula type,update
Ferula type,Ferula type,update
Ficalhoa,Ficalhoa,update
Ficalhoa laurifolia type,Ficalhoa laurifolia type,update
Ficus,Ficus,update
Ficus carica,Ficus carica,update
Filago,Filago,update
Filago type,Filago type,update
Filicales,Polypodiales,update
Filifolium,Filifolium,update
Filipendula,Filipendula,update
Filipendula type,Filipendula type,update
Filipendula ulmaria,Filipendula ulmaria,update
Filipendula vulgaris,Filipendula vulgaris,update
Fimbristylis,Fimbristylis,update
Flacourtia,Flacourtia,update
Flueggea,Flueggea,update
Flueggea virosa type,Flueggea virosa type,update
Fontanesia,Fontanesia,update
Fontanesia/Phillyrea,Fontanesia/Phillyrea,update
Forsythia europaea type,Forsythia europaea type,update
Fothergilla latifolia,Fothergilla latifolia,update
Fragaria,Fragaria,update
Fragaria type,Fragaria type,update
Frangula,Frangula,update
Frangula alnus,Frangula alnus,update
Frankenia,Frankenia,update
Frankenia hirsuta type,Frankenia hirsuta type,update
Frankenia type,Frankenia type,update
Fraxinus,Fraxinus,update
Fraxinus angustifolia,Fraxinus angustifolia,update
Fraxinus angustifolia subsp oxycarpa,Fraxinus angustifolia subsp oxycarpa,update
Fraxinus angustifolia subsp. oxycarpa,Fraxinus angustifolia subsp oxycarpa,update
Fraxinus angustifolia type,Fraxinus angustifolia type,update
Fraxinus excelsior,Fraxinus excelsior,update
Fraxinus excelsior type,Fraxinus excelsior type,update
Fraxinus mandshurica,Fraxinus mandshurica,update
Fraxinus ornus,Fraxinus ornus,update
Fraxinus ornus type,Fraxinus ornus type,update
Fraxinus oxycarpa type,Fraxinus oxycarpa type,update
Fraxinus sogdiana,Fraxinus sogdiana,update
Fraxinus type,Fraxinus type,update
Fritillaria,Fritillaria,update
Fritillaria lusitanica,Fritillaria lusitanica,update
Fritillaria type,Fritillaria type,update
Fumana,Fumana,update
Fumaria,Fumaria,update
Fumaria officinalis type,Fumaria officinalis type,update
Funtumia,Funtumia,update
Gaertnera paniculata type,Gaertnera paniculata type,update
Gagea,Gagea,update
Galega type,Galega type,update
Galeopsis,Galeopsis,update
Galeopsis t.,Galeopsis type,update
Galeopsis type,Galeopsis type,update
Galeopsis/Ballota type,Galeopsis/Ballota type,update
Galium,Galium,update
Galium type,Galium type,update
Galium uliginosum,Galium uliginosum,update
Ganophyllum,Ganophyllum,update
Garcinia,Garcinia,update
Gardenia,Gardenia,update
Gardenieae,Gardenieae,update
Genista,Genista,update
Genista group,Genista type,update
Genista type,Genista type,update
Genista/Ulex,Genista/Ulex,update
Genisteae,Genisteae,update
Gentiaceae,Gentianaceae,update
Gentiana,Gentiana,update
Gentiana indet.,Gentiana,update
Gentiana lutea/Gentiana pneumonanthe,Gentiana lutea/Gentiana pneumonanthe,update
Gentiana nivalis type,Gentiana nivalis type,update
Gentiana olivieri type,Gentiana olivieri type,update
Gentiana pneumonanthe,Gentiana pneumonanthe,update
Gentiana pneumonanthe t.,Gentiana pneumonanthe type,update
Gentiana pneumonanthe type,Gentiana pneumonanthe type,update
Gentiana pneumonanthe-type,Gentiana pneumonanthe type,update
Gentiana purpurea,Gentiana purpurea,update
Gentiana purpurea type,Gentiana purpurea type,update
Gentiana type,Gentiana type,update
Gentianaceae,Gentianaceae,update
Gentianella,Gentianella,update
Gentianella campestris,Gentianella campestris,update
Gentianella campestris type,Gentianella campestris type,update
Gentianella germanica type,Gentianella germanica type,update
Gentianiaceae,Gentianaceae,update
Geraniaceae,Geraniaceae,update
Geranium,Geranium,update
Geranium sylvaticum type,Geranium sylvaticum type,update
Geranium t.,Geranium type,update
Geranium type,Geranium type,update
Gerbera-type,Gerbera type,update
Gesneriaceae,Gesneriaceae,update
Geum,Geum,update
Geum rivale type,Geum rivale type,update
Geum type,Geum type,update
Geum urbanum,Geum urbanum,update
Ginkgo,Ginkgo,update
Gironniera,Gironniera,update
Gladiolus,Gladiolus,update
Gladiolus type,Gladiolus type,update
Glaucium,Glaucium,update
Glaucium type,Glaucium type,update
Glechoma type,Glechoma type,update
Gleditsia,Gleditsia,update
Globularia,Globularia,update
Glochidion,Glochidion,update
Glycyrrhiza,Glycyrrhiza,update
Gnaphalium,Gnaphalium,update
Gnaphalium type,Gnaphalium type,update
Gnaphalium-type,Gnaphalium type,update
Gnetum,Gnetum,update
Gonatanthus,Gonatanthus,update
Goniolimon,Goniolimon,update
Gonocarpus micranthus,Gonocarpus micranthus,update
Gordonia,Gordonia,update
Gramineae,Poaceae,update
Gramineae >40√å_m,Poaceae,update
Grammitis,Grammitis,update
Gratiola officinalis,Gratiola officinalis,update
Grewia,Grewia,update
Grewia type,Grewia type,update
Grossulariaceae,Grossulariaceae,update
Gundelia type,Gundelia type,update
Gunnera,Gunnera,update
Gunnera perpensa,Gunnera perpensa,update
Guttiferae,Clusiaceae,update
Gymnocarpium,Gymnocarpium,update
Gymnocarpium dryopteris,Gymnocarpium dryopteris,update
Gymnosporia,Gymnosporia,update
Gymnosporia senegalensis type,Gymnosporia senegalensis type,update
Gyndropsis,Cleome,update
Gynostemma,Gynostemma,update
Gypsophila,Gypsophila,update
Gypsophila fastigiata,Gypsophila fastigiata,update
Gypsophila repens,Gypsophila repens,update
Gypsophila repens type,Gypsophila repens type,update
Gypsophila repens-type,Gypsophila repens type,update
Gypsophila type,Gypsophila type,update
Hagenia,Hagenia abyssinica,update
Hagenia abyssinica,Hagenia abyssinica,update
Halimium,Halimium,update
Halimium type,Halimium type,update
Halimium/Tuberaria,Halimium/Tuberaria,update
Hallea,Mitragyna,update
Hallea-t rubrostipulata,Mitragyna rubrostipulata type,update
Halleatype rubrostipulata,Mitragyna rubrostipulata type,update
Haloragaceae,Haloragaceae,update
Haloraginaceae,Haloragaceae,update
Halothamnus type,Halothamnus type,update
Hamamelidaceae,Hamamelidaceae,update
Hamamelis,Hamamelis,update
Haplophyllum,Haplophyllum,update
Hedera,Hedera,update
Hedera helix,Hedera helix,update
Hedera helix type,Hedera helix type,update
Hedera type,Hedera type,update
Hedera-type,Hedera type,update
Hedyotis,Hedyotis,update
Hedysarum,Hedysarum,update
Hedysarum Ebenus,Hedysarum/Ebenus,update
Hedysarum hedysaroides,Hedysarum hedysaroides,update
Hedysarum/Ebenus,Hedysarum/Ebenus,update
Helianthemum,Helianthemum,update
Helianthemum croceum type,Helianthemum croceum type,update
Helianthemum nummularium type,Helianthemum nummularium type,update
Helianthemum salicifolium type,Helianthemum salicifolium type,update
Helianthemum t.,Helianthemum type,update
Helianthemum type,Helianthemum type,update
Helianthus,Helianthus,update
Helianthus type,Helianthus type,update
Helichrysum,Helichrysum,update
Helicia,Helicia,update
Helicteres,Helicteres,update
Heliotropium,Heliotropium,update
Heliotropium type,Heliotropium type,update
Helleborus,Helleborus,update
Helleborus foetidus,Helleborus foetidus,update
Helleborus niger,Helleborus niger,update
Helleborus type,Helleborus type,update
Helleborus viridis,Helleborus viridis,update
Helleborus viridis type,Helleborus viridis type,update
Helwingia,Helwingia,update
Hemerocallis,Hemerocallis,update
Hemiphragma,Hemiphragma,update
Hemsleya,Hemsleya,update
Hepatica,Hepatica,update
Heracleum,Heracleum,update
Heracleum laciniatum type,Heracleum laciniatum type,update
Heracleum sphondylium,Heracleum sphondylium,update
Heracleum sphondylium type,Heracleum sphondylium type,update
Heracleum type,Heracleum type,update
Heracleum-type,Heracleum type,update
Heritiera,Heritiera,update
Hermannia,Hermannia,update
Herniaria,Herniaria,update
Herniaria glabra,Herniaria glabra,update
Herniaria type,Herniaria type,update
Herniaria/Paronychia,Herniaria/Paronychia,update
Heteromorpha,Heteromorpha,update
Heteropanax,Heteropanax,update
Hibiscus,Hibiscus,update
Hieracium,Hieracium,update
Hieracium type,Hieracium type,update
Hippocrepis comosa,Hippocrepis comosa,update
Hippocrepis type,Hippocrepis type,update
HippophaA ,Hippophae,update
Hippophae,Hippophae,update
Hippophae rhamnoides,Hippophae rhamnoides,update
Hiptage,Hiptage,update
Holoptelea,Holoptelea,update
Holoptelea grandis,Holoptelea grandis,update
Homalium,Homalium,update
Homogyne,Homogyne,update
Homogyne alpina,Homogyne alpina,update
Homonoia,Homonoia,update
Hopea,Hopea,update
Hornungia,Hornungia,update
Hornungia type,Hornungia type,update
Hornungia/Sinapis type,Hornungia/Sinapis type,update
Huperzia,Huperzia,update
Huperzia appressa,Huperzia appressa,update
Huperzia selago,Huperzia selago,update
Huperzia selago type,Huperzia selago type,update
Hyacinthaceae,Asparagaceae,update
Hydrangea,Hydrangea,update
Hymenocardia,Hymenocardia,update
Hymenodictyon,Hymenodictyon,update
Hymenodictyon floribundum type,Hymenodictyon floribundum type,update
Hymenophyllaceae,Hymenophyllaceae,update
Hymenophyllum,Hymenophyllum,update
Hymenophyllum tunbrigense,Hymenophyllum tunbrigense,update
Hymenophyllum wilsonii,Hymenophyllum wilsonii,update
Hyoscyamus,Hyoscyamus,update
Hyoscyamus t.,Hyoscyamus type,update
Hyoscyamus type,Hyoscyamus type,update
Hypecoum,Hypecoum,update
Hypericaceae,Hypericaceae,update
Hypericum,Hypericum,update
Hypericum hirtellum var  assyriacum type,Hypericum hirtellum var assyriacum,update
Hypericum hyssopifolium,Hypericum hyssopifolium,update
Hypericum perforatum type,Hypericum perforatum type,update
Hypericum perforatum-type,Hypericum perforatum type,update
