taxon_name,clean_name,action
Hugonia platysepala-type,Hugonia platysepala type,update
Hura crepitans,Hura crepitans,update
Hyacinthaceae undiff.,Asparagaceae,update
Hydrolea,Hydrolea,update
Hymenocardia,Hymenocardia,update
Hymenocardia acida-type,Hymenocardia acida type,update
Hymenocardia ulmoides-type,Hymenocardia ulmoides type,update
Hymenodictyon-type,Hymenodictyon type,update
Hymenodictyon-type floribundum,Hymenodictyon floribundum type,update
Hymenostegia-type,Hymenostegia type,update
Hymenostegia-type pellegrinii,Hymenostegia pellegrinii type,update
Hypericaceae undiff.,Hypericaceae,update
Hypericum,Hypericum,update
Hyphaene-type,Hyphaene type,update
Hyphaene-type thebaïca,Hyphaene thebaica type,update
Hypoestes type,Hypoestes type,update
Hypoestes-type,Hypoestes type,update
Hypoestes/Peristrophe,Hypoestes/Dicliptera,update
Hyptis,Hyptis,update
Hyptis pectinata-type,Mesosphaerum pectinatum,update
Icacina-type,Icacina type,update
Icacinaceae undiff.,Icacinaceae,update
Ilex mitis,Ilex mitis,update
Impatiens,Impatiens,update
Indigofera,Indigofera,update
Indigofera (Legum:Cesalpinoideae),Indigofera,update
Indigofera schimperi-type,Indigofera schimperi type,update
Inuleae undiff.,Asteroideae,update
Iodes,Iodes,update
Ipomoea-type,Ipomoea type,update
Iridaceae undiff.,Iridaceae,update
Irvingia-type,Irvingia type,update
Irvingia-type gabonensis,Irvingia gabonensis type,update
Irvingiaceae undiff.,Irvingiaceae,update
Isoberlinia-type,Isoberlinia type,update
Isoglossa,Isoglossa,update
Isonema smeathmannii-type,Isonema smeathmannii type,update
Ixora-type,Ixora type,update
Ixora-type brachypoda,Ixora brachypoda type,update
Ixoratype brachypoda,Ixora brachypoda type,update
Jacquemontia,Jacquemontia,update
Jasminum,Jasminum,update
Jasminum abyssinicum-type,Jasminum abyssinicum type,update
Jasminum floribundum-type,Jasminum grandiflorum subsp floribundum type,update
Jatropha-type,Jatropha type,update
Jatropha-type pelargoniifolia,Jatropha pelargoniifolia type,update
Josephinia africana,Sesamum rosaceum,update
Juglans,Juglans,update
Julbernardia-type,Julbernardia type,update
Julbernardia-type paniculata,Julbernardia paniculata type,update
Julbernardia-type seretii,Julbernardia seretii type,update
Juncaceae undiff.,Juncaceae,update
Juncus,Juncus,update
Juniperus-type,Juniperus type,update
Juniperus-type excelsa,Juniperus excelsa type,update
Juniperus-type procera,Juniperus procera type,update
Justicia anselliana-type,Justicia anselliana type,update
Justicia striata-type,Justicia striata type,update
Justicia-type,Justicia type,update
Justicia-type betonica,Nicoteba betonica type,update
Justicia-type caerulea,Justicia caerulea type,update
Justicia-type flava,Justicia flava type,update
Justicia-type odora,Justicia odora type,update
Justicia/Monechma,Justicia/Monechma,update
Kalanchoe,Kalanchoe,update
Kedrostis,Kedrostis,update
Keetia-type cornelia,Keetia cornelia type,update
Keetia-type gueinzii,Keetia gueinzii type,update
Khaya-type,Khaya type,update
Kigelia africana,Kigelia africana,update
Kiggelaria africana,Kiggelaria africana,update
Kirkia,Kirkia,update
Klaineanthus gaboniae,Klaineanthus gaboniae,update
Klainedoxa-type,Klainedoxa type,update
Kleinia,Kleinia,update
Knautia,Knautia,update
Kniphofia-type,Kniphofia type,update
Kohautia,Kohautia,update
Kohautia caespitosa-type,Kohautia caespitosa type,update
Kotschya,Kotschya,update
Laccosperma,Laccosperma,update
Laccosperma secundiflorum-type,Laccosperma secundiflorum type,update
Lactuceae undiff.,Cichorioideae,update
Laguncularia racemosa,Laguncularia racemosa,update
Lamiaceae undiff.,Lamiaceae,update
Landolphia-type,Landolphia type,update
Lannea-type,Lannea type,update
Lannea-type acida,Lannea acida type,update
Lannea/Sclerocarya,Lannea/Sclerocarya,update
Lantana-type,Lantana type,update
Lantana-type ukambensis,Lantana ukambensis type,update
Lantana-type viburnoides,Lantana viburnoides type,update
Laportea-type,Laportea type,update
Laportea-type aestuans,Laportea aestuans type,update
Lasiodiscus mildbraedii-type,Lasiodiscus mildbraedii type,update
Lasiomorpha-type senegalensis,Lasiomorpha senegalensis type,update
Launaea-type taraxacifolia,Launaea taraxacifolia type,update
Lauraceae undiff.,Lauraceae,update
Laurembergia tetrandra,Laurembergia tetrandra,update
Lawsonia-type inermis,Lawsonia inermis type,update
Lecaniodiscus-type,Lecaniodiscus type,update
Lecaniodiscus-type cupanioides,Lecaniodiscus cupanioides type,update
Leea guineensis,Leea guineensis,update
Leguminosae undiff.,Fabaceae,update
Lentibulariaceae undiff.,Lentibulariaceae,update
Leonardoxa,Leonardoxa,update
Leonotis-type,Leonotis type,update
Lepidagathis,Lepidagathis,update
Lepistemon owariense-type,Lepistemon owariensis type,update
Leptaulus,Leptaulus,update
Leptonychia,Leptonychia,update
Leucadendron-type,Leucadendron type,update
Leucas-type,Leucas type,update
Leucosidea sericea,Leucosidea sericea,update
Ligustrum,Ligustrum,update
Limnophyton-type,Limnophyton type,update
Limoniastrum-type,Limoniastrum type,update
Limoniastrum/Limonium,Limoniastrum/Limonium,update
Limonium-type,Limonium type,update
Limosella-type,Limosella type,update
Linaceae undiff.,Linaceae,update
Lindernia,Lindernia,update
Lingelsheimia fructescens,Lingelsheimia frutescens,update
Linum,Linum,update
Linum tenuifolium-type,Linum tenuifolium type,update
Lippia-type,Lippia type,update
Lobelia,Lobelia,update
Loesenera-type,Loesenera type,update
Loganiaceae undiff.,Loganiaceae,update
Lonchocarpus,Lonchocarpus,update
Lonchocarpus sericeus-type,Lonchocarpus sericeus type,update
Lophira,Lophira,update
Lophira alata-type,Lophira alata type,update
Loranthaceae undiff.,Loranthaceae,update
Lotus,Lotus,update
Lotus arabicus-type,Lotus arabicus type,update
Ludwigia-type,Ludwigia type,update
Luffa-type,Luffa type,update
Luffa-type cylindrica,Cucumis melo,update
Lumnitzera racemosa,Lumnitzera racemosa,update
Lycium,Lycium,update
Lycopodium,Lycopodium,update
Lygodium,Lygodium,update
Lygodium microphyllum,Lygodium microphyllum,update
Lygodium smithianum,Lygodium smithianum,update
Lysimachia,Lysimachia,update
Lythraceae undiff.,Lythraceae,update
Lythrum,Lythrum,update
Macaranga-type,Macaranga type,update
Macaranga-type capensis,Macaranga capensis type,update
Macaranga-type monandra,Macaranga monandra type,update
Machaerium-type lunatum,Machaerium lunatum type,update
Macrosphyra-type,Macrosphyra type,update
Maerua-type,Maerua type,update
Maerua-type crassifolia,Maerua crassifolia type,update
Maerua/Ritchiea,Maerua/Ritchiea,update
Maesa,Maesa,update
Maesa lanceolata-type,Maesa lanceolata type,update
Maesopsis eminii,Maesopsis eminii,update
Majidea,Majidea,update
Mallotus-type,Mallotus type,update
Mallotus-type oppositifolius,Mallotus oppositifolius type,update
Malpighiaceae undiff.,Malpighiaceae,update
Malvaceae undiff.,Malvaceae,update
Mangifera indica,Mangifera indica,update
Manilkara-type,Manilkara type,update
Manilkara-type butugii,Manilkara butugi type,update
Mansonia,Mansonia,update
Mansonia altissima-type,Mansonia altissima type,update
Maprounea,Maprounea,update
Maranthes-type,Maranthes type,update
Mareya-type micrantha,Mareya micrantha type,update
Margaritaria discoidea,Margaritaria discoidea,update
Markhamia,Markhamia,update
Marsilea,Marsilea,update
Martretia quadricornis,Martretia quadricornis,update
Maytenus,Maytenus,update
Maytenus senegalensis-type,Gymnosporia senegalensis type,update
Medemia nobilis,Bismarckia nobilis,update
Melastomataceae undiff.,Melastomataceae,update
Melia-type,Melia type,update
Meliaceae undiff.,Meliaceae,update
Mellera-type,Mellera type,update
Melochia,Melochia,update
Mendoncia,Mendoncia,update
Menispermaceae undiff.,Menispermaceae,update
Mercurialis,Mercurialis,update
Merremia-type,Merremia type,update
Mesanthemum-type,Mesanthemum type,update
Mesembryanthemum,Mesembryanthemum,update
Mezoneuron-type,Mezoneuron type,update
Micrococca-type,Micrococca type,update
Micrococca-type mercurialis,Micrococca mercurialis type,update
Microdesmis,Microdesmis,update
Milicia-type,Milicia type,update
Milicia-type excelsa,Milicia excelsa type,update
Millettia-type,Millettia type,update
Millettia-type ferruginea,Millettia ferruginea type,update
Mimosa,Mimosa,update
Mimosa pigra-type,Mimosa pigra type,update
Mimosa/Xylia,Mimosa/Xylia,update
Mimosaceae undiff.,Caesalpinoideae,update
Mimulopsis-type,Mimulopsis type,update
Mimusops-type,Mimusops type,update
Mimusops-type kummel,Mimusops kummel type,update
Minuartia-type filifolia,Minuartia filifolia type,update
Mitracarpus villosus,Mitracarpus hirtus,update
Mitragyna-type inermis,Mitragyna inermis type,update
Mitriostigma,Mitriostigma,update
Mohria-type,Mohria type,update
Mollugo,Mollugo,update
Moltkiopsis ciliata,Moltkiopsis ciliata,update
Momordica-type,Momordica type,update
Monechma-type,Monechma type,update
Monechma-type ciliatum,Monechma ciliatum type,update
Monimia,Monimia,update
Monimiaceae undiff.,Monimiaceae,update
Monodora,Monodora,update
Monodora tenuifolia,Monodora tenuifolia,update
Monolete lisse,Polypodiales,update
Monoletes undiff.,Polypodiales,update
Monopetalanthus-type,Monopetalanthus type,update
Monotes,Monotes,update
Monotes kerstingii-type,Monotes kerstingii type,update
Monsonia,Monsonia,update
Moraceae undiff.,Moraceae,update
Morelia senegalensis,Morelia senegalensis,update
Morinda,Morinda,update
Morinda lucida-type,Morinda lucida type,update
Morus-type mesozygia,Morus mesozygia type,update
Musanga-type,Musanga type,update
Musanga/Myrianthus,Musanga/Myrianthus,update
Mussaenda,Mussaenda,update
Mutisieae undiff.,Mutisioideae,update
Myrianthus-type,Myrianthus type,update
Myrianthus-type arboreus,Myrianthus arboreus type,update
Myrianthus-type holstii,Myrianthus holstii type,update
Myrianthus-type serratus,Myrianthus serratus type,update
Myrica,Myrica,update
Myrica humilis-type,Myrica humilis type,update
Myrothamnus flabellifolius,Myrothamnus flabellifolius,update
Myrsinaceae undiff.,Primulaceae,update
Myrsine africana,Myrsine africana,update
Myrtaceae undiff.,Myrtaceae,update
Myrtus-type,Myrtus type,update
Napoleonaea-type,Napoleonaea type,update
Nauclea-type,Nauclea type,update
Nauclea/Mitragyna,Nauclea/Mitragyna,update
Naucleae undiff.,Nauclea,update
Nelsonia canescens,Nelsonia canescens,update
Neoboutonia-type,Neoboutonia type,update
Nephrolepis-type,Nephrolepis type,update
Neptunia oleracea,Neptunia prostrata,update
Nesaea-type,Ammannia type,update
Nesogordonia,Nesogordonia,update
Neurada procumbens,Neurada procumbens,update
Newbouldia laevis,Newbouldia laevis,update
Newtonia-type,Newtonia type,update
Nitraria retusa,Nitraria retusa,update
Noronhia,Noronhia,update
Nothofagus,Nothofagus,update
Nucularia perrini,Nucularia perrinii,update
Nuxia-type,Nuxia type,update
Nuxia-type congesta,Nuxia congesta type,update
Nuxia-type floribunda,Nuxia floribunda type,update
Nyctaginaceae undiff.,Nyctaginaceae,update
Nypa fructicans,Nypa fruticans,update
Ochna,Ochna,update
Ochnaceae undiff.,Ochnaceae,update
Ochthocosmus,Ochthocosmus,update
Ocimum-type,Ocimum type,update
Ocimum-type basilicum,Ocimum basilicum type,update
Octolobus,Octolobus,update
Oenothera,Oenothera,update
Olacaceae undiff.,Olacaceae,update
Olax,Olax,update
Olax dissitiflora-type,Olax dissitiflora type,update
Oldenlandia-type,Oldenlandia type,update
Oldfieldia-type,Oldfieldia type,update
Olea,Olea,update
Olea capensis-type,Olea capensis type,update
Olea capensis-type ssp. hochstetteri,Olea capensis ssp hochstetteri type,update
Olea capensis-type ssp. welwitschii,Olea europaea ssp africana type,update
Olea europaea-type,Olea europaea type,update
Olea europaea-type ssp africana,Olea europaea ssp africana type,update
Olea lapperrinei-type,Olea europaea subsp laperinei type,update
Oleaceae undiff.,Oleaceae,update
Oligocodon-type cunliffeae,Oligocodon cunliffeae type,update
Olinia,Olinia,update
Onagraceae undiff.,Onagraceae,update
Oncoba,Oncoba,update
Operculicarya-type,Operculicarya type,update
Ophioglossaceae undiff.,Ophioglossaceae,update
Ophioglossum,Ophioglossum,update
Opilia,Opilia,update
Opiliaceae undiff.,Opiliaceae,update
Orchidaceae undiff.,Orchidaceae,update
Ormocarpum-type,Ormocarpum type,update
Ormocarpum-type trichocarpum,Ormocarpum trichocarpum type,update
Osmunda,Osmunda,update
Osmunda regalis,Osmunda regalis,update
Osmundaceae undiff.,Osmundaceae,update
Ostrya,Ostrya,update
Osyris,Osyris,update
Otomeria,Otomeria,update
Ottelia-type,Ottelia type,update
Oxalis,Oxalis,update
Oxyanthus-type,Oxyanthus type,update
Oxygonum,Oxygonum,update
Oxystigma-type,Prioria type,update
Ozoroa-type,Ozoroa type,update
Pachypodium,Pachypodium,update
Pacourina-type,Pacourina type,update
Palmae undiff.,Arecaceae,update
Pancovia-type,Pancovia type,update
Pancovia-type bijuga,Pancovia bijuga type,update
Pancratium-type,Pancratium type,update
Pandanus,Pandanus,update
Pandanus candelabrum-type,Pandanus candelabrum type,update
Pappea capensis,Pappea capensis,update
Paramacrolobium coeruleum,Paramacrolobium coeruleum,update
Parinari-type,Parinari type,update
Parkia,Parkia,update
Parkia biglobosa-type,Parkia biglobosa type,update
Parkinsonia,Parkinsonia,update
Paronychia,Paronychia,update
Passerina montana,Passerina montana,update
Passifloraceae undiff.,Passifloraceae,update
Paullinia pinnata,Paullinia pinnata,update
Pausinystalia-type,Corynanthe type,update
Pausinystalia-type macroceras,Corynanthe macroceras type,update
Pavetta,Pavetta,update
Pavetta abyssinica-type,Pavetta abyssinica type,update
Pavonia,Pavonia,update
Pedaliaceae undiff.,Pedaliaceae,update
Peganum,Peganum,update
Pelargonium,Pelargonium,update
Pellaea,Hemionitis,update
Peltophorum africanum,Peltophorum africanum,update
Penianthus,Penianthus,update
Pentabrachion-type reticulatum,Pentabrachion reticulatum type,update
Pentaclethra macrophylla,Pentaclethra macrophylla,update
Pentaclethra-type,Pentaclethra type,update
Pentaclethra-type eetveldeana,Pentaclethra eetveldeana type,update
Pentadesma,Pentadesma,update
Pentadesma butyracea-type,Pentadesma butyracea type,update
Pentanisia ouranogyne-type,Pentanisia ouranogyne type,update
Pentas-type,Pentas type,update
Pentodon-type pentandrus,Pentodon pentandrus type,update
Pentzia,Pentzia,update
Pentzia monodiana-type,Pentzia monodiana type,update
Pericopsis,Pericopsis,update
Periploca,Periploca,update
Peristrophe-type,Dicliptera type,update
Peristrophe-type paniculata,Dicliptera paniculata type,update
Persicaria,Persicaria,update
Petersianthus-type macrocarpus,Petersianthus macrocarpus type,update
Phaseolus,Phaseolus,update
Phaulopsis-type,Phaulopsis type,update
Phillyrea,Phillyrea,update
Phloga,Dypsis,update
Phoenix,Phoenix,update
Phoenix reclinata-type,Phoenix reclinata type,update
Phyla-type nodiflora,Phyla nodiflora type,update
Phyllanthus-type,Phyllanthus type,update
Phyllanthus-type amarus,Phyllanthus amarus type,update
Phyllanthus-type engleri,Phyllanthus engleri type,update
Phyllanthus-type fraternus,Phyllanthus fraternus type,update
Phyllanthus-type leucanthus,Phyllanthus leucanthus type,update
Phyllanthus-type maderaspatensis,Phyllanthus maderaspatensis type,update
Phyllanthus-type muellerianus,Phyllanthus muellerianus type,update
Phyllanthus-type nummulariifolius,Phyllanthus nummulariifolius type,update
Phyllanthus-type reticulatus,Phyllanthus reticulatus type,update
Phytolacca,Phytolacca,update
Phytolaccaceae undiff.,Phytolaccaceae,update
Picconia,Picconia,update
Picea,Picea,update
Picralima-type nitida,Picralima nitida type,update
Pilea-type,Pilea type,update
Pilea-type bambuseti,Pilea bambuseti type,update
Piliostigma,Piliostigma,update
Piliostigma reticulatum-type,Piliostigma reticulatum type,update
Piliostigma thonningii-type,Piliostigma thonningii type,update
Pimpinella anisum-type,Pimpinella anisum type,update
Pinus,Pinus,update
Piperaceae undiff.,Piperaceae,update
Piptadeniastrum-type africanum,Piptadeniastrum africanum type,update
Pistacia,Pistacia,update
Pittosporum,Pittosporum,update
Pittosporum abyssinicum-type,Pittosporum abyssinicum type,update
Pityrogramma,Pityrogramma,update
Plagiostyles-type africana,Plagiostyles africana type,update
Plantago,Plantago,update
Plantago afra-type,Plantago afra type,update
Plantago africana-type,Plantago africana type,update
Plantago coronopus-type,Plantago coronopus type,update
Plantago lanceolata-type,Plantago lanceolata type,update
Platanus,Platanus,update
Platycelyphium voense,Platycelyphium voense,update
Plectranthus-type,Plectranthus type,update
Pleiocarpa,Pleiocarpa,update
Pleurostylia,Pleurostylia,update
Plicosepalus,Plicosepalus,update
Plumbaginaceae undiff.,Plumbaginaceae,update
Plumbago zeylanica-type,Plumbago zeylanica type,update
Poaceae undiff.,Poaceae,update
Podocarpus,Podocarpus,update
Podocarpus falcatus-type,Afrocarpus falcatus type,update
Podocarpus latifolius-type,Podocarpus latifolius type,update
Podocarpus milanjianus-type,Podocarpus milanjianus type,update
Podococcus barteri,Podococcus barteri,update
Podostemaceae undiff.,Podostemaceae,update
Polemonium,Polemonium,update
Polycarpaea-type,Polycarpaea type,update
Polycarpon-type,Polycarpon type,update
Polycarpon-type prostratum,Polycarpon prostratum type,update
Polycephalium-type,Polycephalium type,update
Polycnemum,Polycnemum,update
Polygala-type,Polygala type,update
Polygalaceae undiff.,Polygalaceae,update
Polygonaceae undiff.,Polygonaceae,update
Polygonum,Polygonum,update
Polygonum acuminatum-type,Persicaria acuminata type,update
Polygonum aviculare-type,Polygonum aviculare type,update
Polygonum nepalense-type,Persicaria nepanesis type,update
Polygonum plebeium-type,Polygonum plebeium type,update
Polygonum pulchrum-type,Persicaria pulchra type,update
Polygonum senegalense-type,Persicaria senegalensis type,update
Polypodiaceae undiff.,Polypodiaceae,update
Polypodium-type polypodioides,Pleopeltis polypodioides type,update
Polyscias,Polyscias,update
Polyscias fulva-type,Polyscias fulva type,update
Pontederiaceae undiff.,Pontederiaceae,update
Portulaca-type,Portulaca type,update
Portulacaceae undiff.,Portulacaceae,update
Poterium-type,Sanguisorba type,update
Pouchetia,Pouchetia,update
Poupartia-type,Poupartia type,update
Pouteria-type,Pouteria type,update
Premna-type,Premna type,update
Primulaceae undiff.,Primulaceae,update
Priva,Priva,update
Prosopis-type africana,Prosopis africana type,update
Protea-type,Protea type,update
Proteaceae undiff.,Proteaceae,update
Protomegabaria-type,Protomegabaria type,update
Prunus,Prunus,update
Prunus africana-type,Prunus africana type,update
Pseuderanthemum,Pseuderanthemum,update
Pseudocedrela kotschyi,Pseudocedrela kotschyi,update
Pseudolachnostylis-type maprouneifolia,Pseudolachnostylis maprouneifolia type,update
Pseudoprosopis-type,Pseudoprosopis type,update
Pseudospondias-type,Pseudospondias type,update
Pseudospondias-type microcarpa,Pseudospondias microcarpa type,update
Psilocaulon-type,Mesembryanthemum type,update
Psilotrichum-type,Psilotrichum type,update
Psilotrichum-type elliottii,Psilotrichum elliotii type,update
Psoralea,Psoralea,update
Psorospermum,Psorospermum,update
Psorospermum febrifugum-type,Psorospermum febrifugum type,update
Psychotria,Psychotria,update
Psychotria amboniana-type,Psychotria amboniana type,update
Psydrax-type schimperiana,Psydrax schimperianus type,update
Psydrax-type subcordata,Psydrax subcordatus type,update
Ptaeroxylon obliquum,Ptaeroxylon obliquum,update
Pteridium-type,Pteridium type,update
Pteris-type,Pteris type,update
Pteris-type catoptera,Pteris catoptera type,update
Pteris-type marginata,Pteris tripartita type,update
Pteris-type vittata,Pteris vittata type,update
Pterocarpus-type,Pterocarpus type,update
Pterocarpus-type angolensis,Pterocarpus angolensis type,update
Pterocarpus-type lucens,Pterocarpus lucens type,update
Pterocephalus-type fructescens,Pterocephalus frutescens type,update
Pterodiscus,Pterodiscus,update
Pterogaillonia calycoptera,Plocama calycoptera,update
Pterolobium stellatum,Pterolobium stellatum,update
Ptychopetalum,Ptychopetalum,update
Pupalia-type,Pupalia type,update
Pupalia-type lappacea,Pupalia lappacea type,update
Pycnanthus,Pycnanthus,update
Pycnanthus angolensis-type,Pycnanthus angolensis type,update
Quercus,Quercus,update
Quercus ilex-type,Quercus ilex type,update
Quercus pubescens-type,Quercus pubescens type,update
Quercus suber-type,Quercus suber type,update
Ranalisma-type humile,Ranalisma humile type,update
Ranunculaceae undiff.,Ranunculaceae,update
Ranunculus oreophytus-type,Ranunculus oreophytus type,update
Ranunculus stagnalis-type,Ranunculus stagnalis type,update
Ranunculus-type,Ranunculus type,update
Rapanea,Myrsine,update
Rapanea melanophloeos-type,Myrsine melanophloeos type,update
Raphia,Raphia,update
Raphia vinifera-type,Raphia vinifera type,update
Raphiostylis,Raphiostylis,update
Rauvolfia,Rauvolfia,update
Rauvolfia caffra-type,Rauvolfia caffra type,update
Rauvolfia vomitoria-type,Rauvolfia vomitoria type,update
Ravenea-type,Ravenea type,update
Resedaceae undiff.,Resedaceae,update
Restio,Restio,update
Rhamnaceae undiff.,Rhamnaceae,update
Rhamnus-type,Rhamnus type,update
Rhamphicarpa,Rhamphicarpa,update
Rhopalopilia,Rhopalopilia,update
Rhus-type,Rhus type,update
Rhus-type longipes,Searsia longipes type,update
Rhus-type natalensis,Searsia natalensis type,update
Rhynchosia-type,Rhynchosia type,update
Rhynchosia-type malacophylla,Rhynchosia malacophylla type,update
Ricinus communis,Ricinus communis,update
Rinorea,Rinorea,update
Ritchiea-type,Ritchiea type,update
Rosa,Rosa,update
Rosa abyssinica-type,Rosa abyssinica type,update
Rosaceae undiff.,Rosaceae,update
Rotala,Rotala,update
Rothmannia,Rothmannia,update
Rubia-type,Rubia type,update
Rubia-type cordifolia,Rubia cordifolia type,update
Rubiaceae undiff.,Rubiaceae,update
Rubiaceae-type,Rubiaceae,update
Rubus,Rubus,update
Rubus pinnatus-type,Rubus pinnatus type,update
Ruellia,Ruellia,update
Rumex,Rumex,update
Rumex vesicarius-type,Rumex vesicarius type,update
Ruschia,Ruschia,update
Rutaceae undiff.,Rutaceae,update
Ruttya-type,Ruttya type,update
Rytigynia-type,Rytigynia type,update
Saba-type comorensis,Saba comorensis type,update
Sabicea,Sabicea,update
Sacoglottis gabonensis,Sacoglottis gabonensis,update
Sacosperma-type,Sacosperma type,update
Salacia,Salacia,update
Salacia senegalensis-type,Salacia senegalensis type,update
Salicornia,Salicornia,update
Salix,Salix,update
Salix chevalieri-type,Salix chevalieri type,update
Salix ledermannii-type,Salix ledermannii type,update
Salix subserrata-type,Salix mucronata type,update
Salvadora,Salvadora,update
Salvadora persica-type,Salvadora persica type,update
Salvadoraceae undiff.,Salvadoraceae,update
Salvia-type,Salvia type,update
Sanguisorba,Sanguisorba,update
Sanguisorba minor-type,Sanguisorba minor type,update
Santalaceae undiff.,Santalaceae,update
Santiria-type trimera,Santiria trimera type,update
Sapindaceae undiff.,Sapindaceae,update
Sapotaceae undiff.,Sapotaceae,update
Sarcocephalus-type latifolius,Nauclea latifolia type,update
Sauvagesia erecta,Sauvagesia erecta,update
Scabiosa-type,Scabiosa type,update
Scadoxus-type,Scadoxus type,update
Schefflera,Schefflera,update
Schefflera abyssinica-type,Astropanax abyssinicus type,update
Schefflera barteri-type,Astropanax barteri type,update
Schefflera myriantha-type,Astropanax myrianthus type,update
Schefflera volkensii-type,Astropanax volkensii type,update
Schizaea,Schizaea,update
Schotia,Schotia,update
Schrebera,Schrebera,update
Schrebera arborea-type,Schrebera arborea type,update
Sclerocarya-type,Sclerocarya type,update
Sclerocarya-type birrea,Sclerocarya birrea type,update
Sclerocarya-type birrea ssp. caffra,Sclerocarya birrea ssp. caffra type,update
Sclerocephalus arabicus,Gymnocarpos sclerocephalus,update
Sclerosperma,Sclerosperma,update
Scoparia-type dulcis,Scoparia dulcis type,update
Scorodophloeus-type zenkeri,Scorodophloeus zenkeri type,update
Scrophulariaceae undiff.,Scrophulariaceae,update
Sebaea,Sebaea,update
Sebaea brachyphylla-type,Sebaea brachyphylla type,update
Secamone-type,Secamone type,update
Secamone-type afzelii,Secamone afzelii type,update
Selago-type,Selago type,update
Senecio-type,Senecio type,update
Senecioneae undiff.,Asteroideae,update
Sericocomopsis-type,Sericocomopsis type,update
Sericostachys-type scandens,Sericostachys scandens type,update
Sesamum,Sesamum,update
Sesbania,Sesbania,update
Sesbania pachycarpa-type,Sesbania pachycarpa type,update
Sesbania sesban,Sesbania sesban,update
Sesuvium,Sesuvium,update
Sherbournia,Sherbournia,update
Sherbournia bignoniiflora-type,Sherbournia bignoniiflora type,update
Shirakia-type elliptica,Shirakiopsis elliptica type,update
Sida,Sida,update
Sideroxylon-type,Sideroxylon type,update
Sideroxylon-type oxyacantha,Spiniluma oxyacantha type,update
Silene-type,Silene type,update
Silene-type burchellii,Silene burchellii type,update
Silene-type lynesii,Silene lynesii type,update
Simaroubaceae undiff.,Simaroubaceae,update
Simirestis,Pristimera,update
Sindora klaineana,Sindora klaineana,update
Smithia,Smithia,update
Smithia elliotii-type,Smithia elliotii type,update
Solanaceae undiff.,Solanaceae,update
Solanecio-type mannii,Solanecio mannii type,update
Solanum-type,Solanum type,update
Solenostemon-type,Solenostemon type,update
Sonneratia alba,Sonneratia alba,update
Sopubia-type,Sopubia type,update
Sopubia-type parviflora,Sopubia parviflora type,update
Sorindeia-type,Sorindeia type,update
Sorindeia-type juglandifolia,Sorindeia juglandifolia type,update
Sorindeia-type madagascariensis,Sorindeia madagascariensis type,update
Sparrmannia-type,Sparrmannia type,update
Spathodea-type campanulata,Spathodea campanulata type,update
Spermacoce-type,Spermacoce type,update
Spermacoce-type chaetocephala,Spermacoce chaetocephala type,update
Spermacoce-type radiata,Spermacoce radiata type,update
Sphaerotylax abyssinica-type,Sphaerotylax abyssinica type,update
Sphenoclea,Sphenoclea,update
Spirostachys-type,Spirostachys type,update
Spondianthus-type preussii,Spondianthus preussii type,update
Spondias,Spondias,update
Spondias monbin-type,Spondias mombin type,update
Stachyanthus,Stachyanthus,update
Stachyothyrsus,Stachyothyrsus,update
Stachytarpheta,Stachytarpheta,update
Staurogyne,Staurogyne,update
Steganotaenia-type,Steganotaenia type,update
Stellaria mannii-type,Stellaria mannii type,update
Stephania-type,Stephania type,update
Stephania-type abyssinica,Stephania abyssinica type,update
Sterculia-type,Sterculia type,update
Sterculia-type setigera,Sterculia setigera type,update
Sterculiaceae undiff.,Malvaceae,update
Stereospermum-type,Stereospermum type,update
Stipularia-type,Stipularia type,update
Stipularia-type africana,Stipularia africana type,update
Stoebe kilimandscharica-type,Seriphium kilimandscharicum type,update
Stoebe-type,Stoebe type,update
Striga-type,Striga type,update
Strombosia,Strombosia,update
Strombosia scheffleri-type,Strombosia scheffleri type,update
Strophanthus-type,Strophanthus type,update
Strychnos,Strychnos,update
Stylosanthes,Stylosanthes,update
Stylosanthes erecta-type,Stylosanthes erecta type,update
Stylosanthes fruticosa-type,Stylosanthes fruticosa type,update
Suaeda,Suaeda,update
Suaeda monoica-type,Suaeda monoica type,update
Subularia monticola,Subularia monticola,update
Swertia abyssinica-type,Swertia abyssinica type,update
Swertia usambarensis-type,Swertia usambarensis type,update
Swertia-type,Swertia type,update
Swertia-type kilimandscharica,Swertia kilimandscharica type,update
Symphonia globulifera,Symphonia globulifera,update
Symphytum-type,Symphytum type,update
Synadenium grantii-type,Euphorbia umbellata type,update
Synsepalum-type,Synsepalum type,update
Syzygium-type,Syzygium type,update
Syzygium-type guineense,Syzygium guineense type,update
Tabernaemontana,Tabernaemontana,update
Tacazzea-type,Tacazzea type,update
Tacazzea-type apiculata,Tacazzea apiculata type,update
Tacca leontopetaloides,Tacca leontopetaloides,update
Talinum-type,Talinum type,update
Tamarindus-type indica,Tamarindus indica type,update
Tamarindus/Cryptosepalum,Tamarindus/Cryptosepalum,update
Tamarix,Tamarix,update
Tamarix senegalensis-type,Tamarix senegalensis type,update
Tapinanthus-type,Tapinanthus type,update
Tapura fischeri-type,Tapura fischeri type,update
Tarchonanthus-type,Tarchonanthus type,update
Tarchonanthus-type camphoratus,Tarchonanthus camphoratus type,update
Tarchonanthus/Brachylaena,Tarchonanthus/Brachylaena,update
